dataset,sampling_method,k,sample_fraction,repetition,sample_size,mape
Apache,kmeans_hamming,9,0.1,9,19,0.16089529279134293
Apache,kmeans_random,9,0.1,9,19,0.16004360134516682
Apache,kmeans_default,10,0.1,9,19,0.17436714206802237
Apache,kmeans_hamming,10,0.1,9,19,0.19216141688515953
Apache,kmeans_random,10,0.1,9,19,0.17703753133419847
Apache,kmeans_default,11,0.1,9,19,0.17969208494842856
Apache,kmeans_hamming,11,0.1,9,19,0.1965293433971229
Apache,kmeans_random,11,0.1,9,19,0.16932376484251205
Apache,kmeans_default,12,0.1,9,19,0.16741802227449482
Apache,kmeans_hamming,12,0.1,9,19,0.21857688010300055
Apache,kmeans_random,12,0.1,9,19,0.17156434142700736
Apache,kmeans_default,13,0.1,9,19,0.16362009997693122
Apache,kmeans_hamming,13,0.1,9,19,0.15585454165394524
Apache,kmeans_random,13,0.1,9,19,0.1940070556660331
Apache,kmeans_default,14,0.1,9,19,0.19643687772319826
Apache,kmeans_hamming,14,0.1,9,19,0.18135582973842226
Apache,kmeans_random,14,0.1,9,19,0.21561162509100792
Apache,kmeans_default,15,0.1,9,19,0.18671317825522118
Apache,kmeans_hamming,15,0.1,9,19,0.2097294827162759
Apache,kmeans_random,15,0.1,9,19,0.1600567293190322
Apache,kmeans_default,16,0.1,9,19,0.26736144924511646
Apache,kmeans_hamming,16,0.1,9,19,0.2545165906382488
Apache,kmeans_random,16,0.1,9,19,0.19121809438471155
Apache,kmeans_default,17,0.1,9,19,0.16930513329497865
Apache,kmeans_hamming,17,0.1,9,19,0.19484848239837957
Apache,kmeans_random,17,0.1,9,19,0.1541028999620952
Apache,kmeans_default,18,0.1,9,19,0.19626688848769377
Apache,kmeans_hamming,18,0.1,9,19,0.24158672247450794
Apache,kmeans_random,18,0.1,9,19,0.1746922518029611
Apache,kmeans_default,19,0.1,9,19,0.3610278186172416
Apache,kmeans_hamming,19,0.1,9,19,0.20184789244844642
Apache,kmeans_random,19,0.1,9,19,0.14716817411881647
Apache,random,,0.1,10,19,0.15128864137911568
Apache,kmeans_default,5,0.1,10,19,0.1777270719040932
Apache,kmeans_hamming,5,0.1,10,19,0.20888904350997528
Apache,kmeans_random,5,0.1,10,19,0.15213338932716572
Apache,kmeans_default,6,0.1,10,19,0.1806349787374643
Apache,kmeans_hamming,6,0.1,10,19,0.17746192988946677
Apache,kmeans_random,6,0.1,10,19,0.15117238789788986
Apache,kmeans_default,7,0.1,10,19,0.17650854379358105
Apache,kmeans_hamming,7,0.1,10,19,0.19838500180433058
Apache,kmeans_random,7,0.1,10,19,0.1810067605133755
Apache,kmeans_default,8,0.1,10,19,0.1633037641352378
Apache,kmeans_hamming,8,0.1,10,19,0.1588982836384761
Apache,kmeans_random,8,0.1,10,19,0.17416551922995432
Apache,kmeans_default,9,0.1,10,19,0.19973514689111485
Apache,kmeans_hamming,9,0.1,10,19,0.17128723725988212
Apache,kmeans_random,9,0.1,10,19,0.14511060228730033
Apache,kmeans_default,10,0.1,10,19,0.2661056300736766
Apache,kmeans_hamming,10,0.1,10,19,0.18544658751517282
Apache,kmeans_random,10,0.1,10,19,0.17307109008143454
Apache,kmeans_default,11,0.1,10,19,0.2366372646423038
Apache,kmeans_hamming,11,0.1,10,19,0.18908161880909718
Apache,kmeans_random,11,0.1,10,19,0.2089112583133993
Apache,kmeans_default,12,0.1,10,19,0.2254657112169211
Apache,kmeans_hamming,12,0.1,10,19,0.1745052796918199
Apache,kmeans_random,12,0.1,10,19,0.1567402966160842
Apache,kmeans_default,13,0.1,10,19,0.1874305577086714
Apache,kmeans_hamming,13,0.1,10,19,0.1639811932214367
Apache,kmeans_random,13,0.1,10,19,0.17644743424493803
Apache,kmeans_default,14,0.1,10,19,0.2006386894055485
Apache,kmeans_hamming,14,0.1,10,19,0.2235080891346878
Apache,kmeans_random,14,0.1,10,19,0.17087367667232603
Apache,kmeans_default,15,0.1,10,19,0.16388935180222966
Apache,kmeans_hamming,15,0.1,10,19,0.1876424238095106
Apache,kmeans_random,15,0.1,10,19,0.2364730082854791
Apache,kmeans_default,16,0.1,10,19,0.24849037039989996
Apache,kmeans_hamming,16,0.1,10,19,0.21044041502673744
Apache,kmeans_random,16,0.1,10,19,0.15308229196483486
Apache,kmeans_default,17,0.1,10,19,0.1980047233504615
