dataset,sampling_method,k,sample_fraction,repetition,sample_size,mape
Apache,kmeans_hamming,27,0.4,4,77,0.1603447689211691
Apache,kmeans_random,27,0.4,4,77,0.15609447424041287
Apache,kmeans_default,28,0.4,4,77,0.15673391815308302
Apache,kmeans_hamming,28,0.4,4,77,0.15534530555509074
Apache,kmeans_random,28,0.4,4,77,0.15860969019082213
Apache,kmeans_default,29,0.4,4,77,0.14929068061907774
Apache,kmeans_hamming,29,0.4,4,77,0.15694801420466012
Apache,kmeans_random,29,0.4,4,77,0.15538600408759823
Apache,kmeans_default,30,0.4,4,77,0.15616510301345615
Apache,kmeans_hamming,30,0.4,4,77,0.1719931553697251
Apache,kmeans_random,30,0.4,4,77,0.15785343910316604
Apache,kmeans_default,31,0.4,4,77,0.1517910793653158
Apache,kmeans_hamming,31,0.4,4,77,0.1528575837950609
Apache,kmeans_random,31,0.4,4,77,0.14270594480049573
Apache,kmeans_default,32,0.4,4,77,0.14698816073733004
Apache,kmeans_hamming,32,0.4,4,77,0.16331420350055362
Apache,kmeans_random,32,0.4,4,77,0.17227149714082873
Apache,kmeans_default,33,0.4,4,77,0.1556042750673396
Apache,kmeans_hamming,33,0.4,4,77,0.15936452874028514
Apache,kmeans_random,33,0.4,4,77,0.15769398248006433
Apache,kmeans_default,34,0.4,4,77,0.1567995789584732
Apache,kmeans_hamming,34,0.4,4,77,0.15491176345773008
Apache,kmeans_random,34,0.4,4,77,0.16382221365651967
Apache,kmeans_default,35,0.4,4,77,0.14748654393726632
Apache,kmeans_hamming,35,0.4,4,77,0.15610601220583795
Apache,kmeans_random,35,0.4,4,77,0.16845347718302148
Apache,kmeans_default,36,0.4,4,77,0.14293120918626942
Apache,kmeans_hamming,36,0.4,4,77,0.15369131599724392
Apache,kmeans_random,36,0.4,4,77,0.1618518642641446
Apache,kmeans_default,37,0.4,4,77,0.14676420010495497
Apache,kmeans_hamming,37,0.4,4,77,0.16819290717081692
Apache,kmeans_random,37,0.4,4,77,0.13990865179918738
Apache,kmeans_default,38,0.4,4,77,0.14467958472736409
Apache,kmeans_hamming,38,0.4,4,77,0.1667169538107969
Apache,kmeans_random,38,0.4,4,77,0.15219729761308654
Apache,kmeans_default,39,0.4,4,77,0.1505039542453772
Apache,kmeans_hamming,39,0.4,4,77,0.17951699167148125
Apache,kmeans_random,39,0.4,4,77,0.1510612720749652
Apache,kmeans_default,40,0.4,4,77,0.15224675241324673
Apache,kmeans_hamming,40,0.4,4,77,0.14916061589724106
Apache,kmeans_random,40,0.4,4,77,0.17014533757216707
Apache,kmeans_default,41,0.4,4,77,0.1509337687384699
Apache,kmeans_hamming,41,0.4,4,77,0.1859905107999064
Apache,kmeans_random,41,0.4,4,77,0.14076704025072315
Apache,kmeans_default,42,0.4,4,77,0.1496012052297698
Apache,kmeans_hamming,42,0.4,4,77,0.15412934821330573
Apache,kmeans_random,42,0.4,4,77,0.14512212814917383
Apache,kmeans_default,43,0.4,4,77,0.14875840282491415
Apache,kmeans_hamming,43,0.4,4,77,0.15988567513007534
Apache,kmeans_random,43,0.4,4,77,0.1492435336301396
Apache,kmeans_default,44,0.4,4,77,0.1725255946563072
Apache,kmeans_hamming,44,0.4,4,77,0.1756628965280569
Apache,kmeans_random,44,0.4,4,77,0.1646369647467018
Apache,kmeans_default,45,0.4,4,77,0.14599082859895685
Apache,kmeans_hamming,45,0.4,4,77,0.1492485651799036
Apache,kmeans_random,45,0.4,4,77,0.15539937509848226
Apache,kmeans_default,46,0.4,4,77,0.15414037839260994
Apache,kmeans_hamming,46,0.4,4,77,0.16963717526019245
Apache,kmeans_random,46,0.4,4,77,0.15385452876053834
Apache,kmeans_default,47,0.4,4,77,0.15191730087332594
Apache,kmeans_hamming,47,0.4,4,77,0.16536144765098187
Apache,kmeans_random,47,0.4,4,77,0.15321879137329794
Apache,kmeans_default,48,0.4,4,77,0.15994399397943937
Apache,kmeans_hamming,48,0.4,4,77,0.15363029857324703
Apache,kmeans_random,48,0.4,4,77,0.1646480994974287
Apache,kmeans_default,49,0.4,4,77,0.15472116004087963
Apache,kmeans_hamming,49,0.4,4,77,0.17598061269433768
Apache,kmeans_random,49,0.4,4,77,0.17277827445419444
Apache,kmeans_default,50,0.4,4,77,0.1530134651557125
Apache,kmeans_hamming,50,0.4,4,77,0.15771958575420042
Apache,kmeans_random,50,0.4,4,77,0.15815212289536285
Apache,random,,0.5,4,96,0.1568649648718543
Apache,kmeans_default,5,0.5,4,96,0.1658630729953988
Apache,kmeans_hamming,5,0.5,4,96,0.14721903572355485
Apache,kmeans_random,5,0.5,4,96,0.15487193380381495
Apache,kmeans_default,6,0.5,4,96,0.15495580704368742
Apache,kmeans_hamming,6,0.5,4,96,0.1523315066616765
Apache,kmeans_random,6,0.5,4,96,0.161313778148747
Apache,kmeans_default,7,0.5,4,96,0.15104099524316064
Apache,kmeans_hamming,7,0.5,4,96,0.15881027694321712
Apache,kmeans_random,7,0.5,4,96,0.15397656985183386
Apache,kmeans_default,8,0.5,4,96,0.15284340342193312
Apache,kmeans_hamming,8,0.5,4,96,0.16094500806147427
Apache,kmeans_random,8,0.5,4,96,0.16368432206621283
Apache,kmeans_default,9,0.5,4,96,0.14806254877315186
Apache,kmeans_hamming,9,0.5,4,96,0.16080872651563724
Apache,kmeans_random,9,0.5,4,96,0.16712534078363497
